Order_ID,Date,Campaign_ID,Order_Value,Status,RTO_Reason,Shipping_Cost,Customer_City,Payment_Method
ORD_10658,2024-11-03,CMP_001,1781.65,delivered,,45.94,Hyderabad,COD
ORD_10659,2024-11-03,CMP_001,920.11,Delivered,,60.33,Lucknow,Prepaid
ORD_10660,2024-11-03,CMP_001,622.11,Dlvrd,,66.54,Delhi,COD
ORD_10661,2024-11-03,CMP_001,1626.96,Returned,Product Damaged,54.97,Jaipur,Prepaid
ORD_10662,2024-11-03,CMP_001,1568.73,delivered,,59.33,Ahmedabad,Prepaid
ORD_10663,2024-11-03,CMP_001,1101.42,cancelled,,63.36,Mumbai,COD
ORD_10664,2024-11-03,CMP_001,804.5,CANCELLED,,55.84,Chennai,Prepaid
ORD_10665,2024-11-03,CMP_001,3714.11,Cancel,,54.96,Jaipur,COD
ORD_10666,2024-11-03,CMP_001,626.04,Dlvrd,,54.06,Lucknow,COD
ORD_10667,2024-11-03,CMP_001,1431.69,Delivered,,58.7,Kolkata,Prepaid
ORD_10668,2024-11-03,CMP_001,2951.06,Delivered,,47.18,Hyderabad,Prepaid
ORD_10669,2024-11-03,CMP_001,1038.64,delivered,,73.7,Jaipur,COD
ORD_10670,2024-11-03,CMP_001,1678.81,CANCELLED,,43.94,Delhi,Prepaid
ORD_10671,2024-11-03,CMP_001,800.46,delivered,,53.17,Chennai,COD
ORD_10672,2024-11-03,CMP_001,4050.62,delivered,,68.23,Bangalore,COD
ORD_10673,2024-11-03,CMP_001,4737.15,Delivered,,51.98,Pune,Prepaid
ORD_10674,2024-11-03,CMP_001,4465.58,Cancelled,,40.48,Jaipur,COD
ORD_10675,2024-11-03,CMP_001,2682.74,CANCELLED,,48.4,Hyderabad,COD
ORD_10676,2024-11-03,CMP_001,1328.92,Dlvrd,,72.58,Pune,COD
ORD_10677,2024-11-03,CMP_001,781.77,Cancelled,,67.92,Hyderabad,Prepaid
ORD_10678,2024-11-03,CMP_001,1337.67,delivered,,63.1,Bangalore,Prepaid
ORD_10679,2024-11-03,CMP_001,2029.04,Cancel,,73.37,Pune,COD
ORD_10680,2024-11-03,CMP_001,1528.64,Delivered,,71.15,Jaipur,Prepaid
ORD_10681,2024-11-03,CMP_001,534.86,Cancel,,76.89,Bangalore,Prepaid
ORD_10682,2024-11-03,CMP_001,1698.72,Cancelled,,62.96,Kolkata,Prepaid
ORD_10683,2024-11-03,CMP_001,1085.95,Dlvrd,,47.53,Delhi,Prepaid
ORD_10684,2024-11-03,CMP_001,1177.3,CANCELLED,,43.73,Delhi,COD
ORD_10685,2024-11-03,CMP_001,548.09,Return to Origin,Customer Not Reachable,41.07,Hyderabad,COD
ORD_10686,2024-11-03,CMP_001,3157.68,DELIVERED,,51.64,Jaipur,COD
ORD_10687,2024-11-03,CMP_001,1052.98,Dlvrd,,53.07,Kolkata,Prepaid
ORD_10688,2024-11-03,CMP_001,666.12,delivered,,59.13,Delhi,Prepaid
ORD_10689,2024-11-03,CMP_001,4597.1,delivered,,48.23,Kolkata,COD
ORD_10690,2024-11-03,CMP_001,738.17,delivered,,52.41,Hyderabad,COD
ORD_10691,2024-11-03,CMP_001,3376.87,Dlvrd,,79.64,Ahmedabad,COD
ORD_10692,2024-11-03,CMP_001,3814.55,delivered,,53.16,Lucknow,Prepaid
ORD_10693,2024-11-03,CMP_001,1364.2,Cancel,,51.52,Ahmedabad,Prepaid
ORD_10694,2024-11-03,CMP_001,4134.94,Dlvrd,,64.52,Bangalore,Prepaid
ORD_10695,2024-11-03,CMP_001,1849.95,Cancel,,58.31,Bangalore,COD
ORD_10696,2024-11-03,CMP_001,1090.33,Cancel,,49.59,Bangalore,Prepaid
ORD_10697,2024-11-03,CMP_001,3613.21,rto,Customer Refused,67.92,Hyderabad,Prepaid
ORD_10698,2024-11-03,CMP_001,1642.79,Dlvrd,,54.75,Delhi,COD
ORD_10699,2024-11-03,CMP_001,2978.04,Delivered,,50.11,Jaipur,COD
ORD_10700,2024-11-03,CMP_001,609.79,rto,Customer Changed Mind,58.48,Pune,COD
ORD_10701,2024-11-03,CMP_001,791.61,Delivered,,50.02,Bangalore,Prepaid
ORD_10702,2024-11-03,CMP_001,1196.37,DELIVERED,,43.3,Hyderabad,COD
ORD_10703,2024-11-03,CMP_001,2420.77,cancelled,,73.66,Bangalore,COD
ORD_10704,2024-11-03,CMP_001,765.85,DELIVERED,,69.66,Bangalore,COD
ORD_10705,2024-11-03,CMP_001,516.82,Dlvrd,,57.63,Bangalore,COD
ORD_10706,2024-11-03,CMP_001,4678.06,delivered,,57.68,Mumbai,COD
ORD_10707,2024-11-03,CMP_001,3923.04,CANCELLED,,75.88,Kolkata,COD
ORD_10708,2024-11-03,CMP_001,578.62,Delivered,,70.9,Hyderabad,COD
ORD_10709,2024-11-03,CMP_001,857.81,DELIVERED,,56.87,Mumbai,Prepaid
ORD_10710,2024-11-03,CMP_001,4039.88,delivered,,78.35,Delhi,COD
ORD_10711,2024-11-03,CMP_001,750.57,Dlvrd,,44.31,Pune,Prepaid
ORD_10712,2024-11-03,CMP_001,784.32,DELIVERED,,61.67,Kolkata,COD
ORD_10713,2024-11-03,CMP_001,658.83,DELIVERED,,40.6,Pune,COD
ORD_10714,2024-11-03,CMP_001,1188.16,DELIVERED,,72.6,Lucknow,Prepaid
ORD_10715,2024-11-03,CMP_001,1828.19,Dlvrd,,70.7,Ahmedabad,COD
ORD_10716,2024-11-03,CMP_001,4373.78,cancelled,,62.77,Chennai,COD
ORD_10717,2024-11-03,CMP_001,1972.12,Return to Origin,Customer Changed Mind,76.98,Bangalore,Prepaid
ORD_10718,2024-11-03,CMP_001,1642.57,RTO,Customer Changed Mind,59.29,Pune,COD
ORD_10719,2024-11-03,CMP_001,1377.56,DELIVERED,,65.62,Hyderabad,COD
ORD_10720,2024-11-03,CMP_001,1982.57,delivered,,64.65,Delhi,Prepaid
ORD_10721,2024-11-03,CMP_001,1142.75,Delivered,,43.18,Bangalore,Prepaid
ORD_10722,2024-11-03,CMP_001,803.02,delivered,,65.68,Hyderabad,COD
ORD_10723,2024-11-03,CMP_001,1918.81,Cancel,,53.15,Chennai,Prepaid
ORD_10724,2024-11-03,CMP_001,1640.74,DELIVERED,,79.1,Chennai,COD
ORD_10725,2024-11-03,CMP_001,1599.31,delivered,,48.23,Mumbai,COD
ORD_10726,2024-11-03,CMP_001,4404.36,Returned,Wrong Address,64.32,Kolkata,COD
ORD_10727,2024-11-03,CMP_001,1163.54,DELIVERED,,74.79,Delhi,COD
ORD_10728,2024-11-03,CMP_001,1988.02,Cancel,,45.02,Bangalore,COD
ORD_10729,2024-11-03,CMP_001,1692.85,DELIVERED,,60.3,Kolkata,COD
ORD_10730,2024-11-03,CMP_001,746.24,Dlvrd,,56.96,Lucknow,COD
ORD_10731,2024-11-03,CMP_001,1364.63,CANCELLED,,48.06,Ahmedabad,COD
ORD_10732,2024-11-03,CMP_001,3078.75,DELIVERED,,58.83,Kolkata,COD
ORD_10733,2024-11-03,CMP_001,1150.15,DELIVERED,,78.15,Ahmedabad,COD
ORD_10734,2024-11-03,CMP_001,3282.19,delivered,,76.26,Chennai,COD
ORD_10735,2024-11-03,CMP_001,1329.28,Delivered,,55.22,Chennai,Prepaid
ORD_10736,2024-11-03,CMP_001,1343.21,Delivered,,53.33,Ahmedabad,COD
ORD_10737,2024-11-03,CMP_001,784.44,delivered,,60.03,Pune,Prepaid
ORD_10738,2024-11-03,CMP_001,1123.73,DELIVERED,,69.69,Kolkata,Prepaid
ORD_10739,2024-11-03,CMP_001,1981.28,delivered,,75.4,Delhi,Prepaid
ORD_10740,2024-11-03,CMP_001,2487.09,Cancel,,78.28,Pune,COD
ORD_10741,2024-11-03,CMP_001,3904.94,Delivered,,42.31,Kolkata,Prepaid
ORD_10742,2024-11-03,CMP_001,2727.06,delivered,,72.53,Mumbai,COD
ORD_10743,2024-11-03,CMP_001,721.83,DELIVERED,,77.77,Bangalore,Prepaid
ORD_10744,2024-11-03,CMP_001,1367.51,Return to Origin,Wrong Address,40.49,Delhi,COD
ORD_10745,2024-11-03,CMP_001,3153.04,Cancel,,78.97,Delhi,COD
ORD_10746,2024-11-03,CMP_001,4628.02,DELIVERED,,57.07,Chennai,COD
ORD_10747,2024-11-03,CMP_001,3975.46,DELIVERED,,52.32,Kolkata,COD
ORD_10748,2024-11-03,CMP_001,2327.82,delivered,,71.9,Bangalore,Prepaid
ORD_10749,2024-11-03,CMP_010,3193.91,Delivered,,79.48,Ahmedabad,COD
ORD_10750,2024-11-03,CMP_010,1660.62,delivered,,56.67,Chennai,COD
ORD_10751,2024-11-03,CMP_010,764.6,delivered,,45.37,Ahmedabad,COD
ORD_10752,2024-11-03,CMP_010,665.36,Delivered,,48.5,Hyderabad,COD
ORD_10753,2024-11-03,CMP_010,4427.54,Dlvrd,,79.32,Kolkata,Prepaid
ORD_10754,2024-11-03,CMP_010,1436.63,CANCELLED,,46.65,Chennai,COD
ORD_10755,2024-11-03,CMP_010,915.14,Dlvrd,,63.43,Ahmedabad,Prepaid
ORD_10756,2024-11-03,CMP_010,651.21,Delivered,,70.07,Mumbai,COD
ORD_10757,2024-11-03,CMP_010,1981.43,Delivered,,60.89,Mumbai,Prepaid
ORD_10758,2024-11-03,CMP_010,1980.35,CANCELLED,,77.29,Ahmedabad,Prepaid
ORD_10759,2024-11-03,CMP_010,1004.83,RTO,Fake Order,79.98,Hyderabad,Prepaid
ORD_10760,2024-11-03,CMP_010,1067.65,Delivered,,54.24,Pune,COD
ORD_10761,2024-11-03,CMP_010,1805.81,Dlvrd,,73.42,Bangalore,COD
ORD_10762,2024-11-03,CMP_010,1803.51,Delivered,,67.97,Hyderabad,Prepaid
ORD_10763,2024-11-03,CMP_010,1529.28,Cancel,,60.6,Hyderabad,COD
ORD_10764,2024-11-03,CMP_010,4872.64,CANCELLED,,40.67,Pune,COD
ORD_10765,2024-11-03,CMP_010,4207.44,rto,Wrong Address,64.27,Kolkata,COD
ORD_10766,2024-11-03,CMP_010,622.05,Dlvrd,,77.26,Ahmedabad,COD
ORD_10767,2024-11-03,CMP_010,4715.61,CANCELLED,,51.75,Hyderabad,COD
ORD_10768,2024-11-03,CMP_010,1280.08,Delivered,,74.27,Jaipur,COD
ORD_10769,2024-11-03,CMP_010,1695.23,DELIVERED,,66.92,Jaipur,Prepaid
ORD_10770,2024-11-03,CMP_010,1169.43,DELIVERED,,66.51,Hyderabad,COD
ORD_10771,2024-11-03,CMP_010,1629.88,RTO,Customer Refused,44.22,Mumbai,COD
ORD_10772,2024-11-03,CMP_010,2979.5,Delivered,,51.21,Chennai,COD
ORD_10773,2024-11-03,CMP_010,1846.27,delivered,,45.43,Jaipur,COD
ORD_10774,2024-11-03,CMP_010,2271.33,Return to Origin,Wrong Address,77.27,Lucknow,COD
ORD_10775,2024-11-03,CMP_010,1065.52,CANCELLED,,69.44,Kolkata,COD
ORD_10776,2024-11-03,CMP_010,1342.85,CANCELLED,,72.34,Hyderabad,Prepaid
ORD_10777,2024-11-03,CMP_010,631.52,Dlvrd,,69.62,Hyderabad,COD
ORD_10778,2024-11-03,CMP_010,3718.52,delivered,,52.53,Kolkata,COD
ORD_10779,2024-11-03,CMP_010,2932.4,DELIVERED,,47.59,Kolkata,Prepaid
ORD_10780,2024-11-03,CMP_010,1047.54,Returned,Wrong Address,60.79,Lucknow,COD
ORD_10781,2024-11-03,CMP_010,1092.97,delivered,,58.42,Bangalore,Prepaid
ORD_10782,2024-11-03,CMP_010,3499.5,DELIVERED,,64.06,Bangalore,COD
ORD_10783,2024-11-03,CMP_010,1701.94,Cancel,,63.96,Chennai,COD
ORD_10784,2024-11-03,CMP_010,2370.39,cancelled,,68.26,Ahmedabad,COD
ORD_10785,2024-11-03,CMP_010,3485.08,CANCELLED,,55.07,Pune,COD
ORD_10786,2024-11-03,CMP_010,2631.84,CANCELLED,,72.42,Mumbai,COD
ORD_10787,2024-11-03,CMP_010,4182.19,Delivered,,72.6,Bangalore,COD
ORD_10788,2024-11-03,CMP_010,1006.12,Returned,Fake Order,70.31,Kolkata,COD
ORD_10789,2024-11-03,CMP_010,924.56,Return to Origin,Wrong Address,68.04,Jaipur,Prepaid
ORD_10790,2024-11-04,CMP_001,1686.92,Cancelled,,42.16,Chennai,Prepaid
ORD_10791,2024-11-04,CMP_001,1365.74,Dlvrd,,59.3,Bangalore,COD
ORD_10792,2024-11-04,CMP_001,1622.57,Cancel,,40.37,Lucknow,COD
ORD_10793,2024-11-04,CMP_001,1982.73,Dlvrd,,78.02,Kolkata,COD
ORD_10794,2024-11-04,CMP_001,4777.96,Dlvrd,,78.97,Bangalore,COD
ORD_10795,2024-11-04,CMP_001,1273.15,delivered,,57.35,Bangalore,COD
ORD_10796,2024-11-04,CMP_001,2735.0,Dlvrd,,55.87,Chennai,COD
ORD_10797,2024-11-04,CMP_001,758.73,Cancelled,,71.03,Delhi,Prepaid
ORD_10798,2024-11-04,CMP_001,3950.93,Dlvrd,,66.13,Pune,COD
ORD_10799,2024-11-04,CMP_001,623.96,DELIVERED,,66.75,Jaipur,COD
ORD_10800,2024-11-04,CMP_001,1359.47,DELIVERED,,50.95,Delhi,COD
ORD_10801,2024-11-04,CMP_001,1226.29,DELIVERED,,57.35,Lucknow,COD
ORD_10802,2024-11-04,CMP_001,595.25,Cancel,,71.81,Bangalore,Prepaid
ORD_10803,2024-11-04,CMP_001,2059.24,delivered,,61.46,Jaipur,Prepaid
ORD_10804,2024-11-04,CMP_001,1755.72,Dlvrd,,72.75,Delhi,COD
ORD_10805,2024-11-04,CMP_001,4692.81,delivered,,63.96,Bangalore,COD
ORD_10806,2024-11-04,CMP_001,1700.77,DELIVERED,,45.15,Hyderabad,COD
ORD_10807,2024-11-04,CMP_001,1343.74,Cancelled,,41.4,Delhi,COD
ORD_10808,2024-11-04,CMP_001,1949.41,Dlvrd,,79.08,Mumbai,COD
ORD_10809,2024-11-04,CMP_001,1919.32,Delivered,,71.31,Jaipur,Prepaid
ORD_10810,2024-11-04,CMP_001,1235.66,Delivered,,76.43,Pune,COD
ORD_10811,2024-11-04,CMP_001,814.76,Delivered,,72.79,Hyderabad,COD
ORD_10812,2024-11-04,CMP_001,949.56,Cancel,,78.3,Lucknow,COD
ORD_10813,2024-11-04,CMP_001,1038.6,Dlvrd,,64.89,Delhi,COD
ORD_10814,2024-11-04,CMP_001,1072.67,Cancel,,56.0,Delhi,Prepaid
ORD_10815,2024-11-04,CMP_001,1910.3,delivered,,48.15,Chennai,COD
ORD_10816,2024-11-04,CMP_001,788.94,Dlvrd,,66.29,Jaipur,COD
ORD_10817,2024-11-04,CMP_001,1732.35,Dlvrd,,71.51,Kolkata,COD
ORD_10818,2024-11-04,CMP_001,2742.49,DELIVERED,,61.26,Jaipur,Prepaid
ORD_10819,2024-11-04,CMP_001,1460.27,DELIVERED,,53.34,Chennai,COD
ORD_10820,2024-11-04,CMP_001,2677.3,Dlvrd,,55.09,Hyderabad,Prepaid
ORD_10821,2024-11-04,CMP_001,4348.2,delivered,,61.06,Chennai,COD
ORD_10822,2024-11-04,CMP_001,3468.86,DELIVERED,,68.02,Chennai,COD
ORD_10823,2024-11-04,CMP_001,648.6,delivered,,52.72,Kolkata,COD
ORD_10824,2024-11-04,CMP_001,1611.95,Cancel,,61.27,Lucknow,Prepaid
ORD_10825,2024-11-04,CMP_001,691.36,delivered,,60.54,Bangalore,COD
ORD_10826,2024-11-04,CMP_002,1603.13,Dlvrd,,69.02,Pune,COD
ORD_10827,2024-11-04,CMP_002,4034.65,Dlvrd,,58.31,Ahmedabad,Prepaid
ORD_10828,2024-11-04,CMP_002,3506.69,Dlvrd,,57.11,Hyderabad,Prepaid
ORD_10829,2024-11-04,CMP_002,630.41,Dlvrd,,70.82,Delhi,COD
ORD_10830,2024-11-04,CMP_002,1594.93,CANCELLED,,46.6,Mumbai,COD
ORD_10831,2024-11-04,CMP_002,3662.48,Return to Origin,Customer Refused,78.49,Kolkata,COD
ORD_10832,2024-11-04,CMP_002,1596.2,rto,Product Damaged,67.4,Jaipur,COD
ORD_10833,2024-11-04,CMP_002,520.85,DELIVERED,,73.26,Mumbai,COD
ORD_10834,2024-11-04,CMP_002,1301.49,Delivered,,79.77,Jaipur,COD
ORD_10835,2024-11-04,CMP_002,1411.06,Cancel,,66.98,Jaipur,COD
ORD_10836,2024-11-04,CMP_002,1050.58,DELIVERED,,54.13,Mumbai,Prepaid
ORD_10837,2024-11-04,CMP_002,755.73,Cancel,,53.52,Hyderabad,COD
ORD_10838,2024-11-04,CMP_002,4573.42,Delivered,,59.32,Chennai,COD
ORD_10839,2024-11-04,CMP_002,1446.76,Delivered,,76.92,Jaipur,COD
ORD_10840,2024-11-04,CMP_002,4677.48,CANCELLED,,42.3,Mumbai,COD
ORD_10841,2024-11-04,CMP_006,660.75,Dlvrd,,68.9,Kolkata,Prepaid
ORD_10842,2024-11-04,CMP_006,1146.21,DELIVERED,,61.16,Bangalore,Prepaid
ORD_10843,2024-11-04,CMP_006,1231.12,DELIVERED,,66.27,Hyderabad,Prepaid
ORD_10844,2024-11-04,CMP_006,948.93,Dlvrd,,47.29,Chennai,COD
ORD_10845,2024-11-04,CMP_006,3968.84,delivered,,45.59,Kolkata,COD
ORD_10846,2024-11-04,CMP_006,1805.77,DELIVERED,,47.58,Mumbai,COD
ORD_10847,2024-11-04,CMP_006,1615.89,Cancelled,,46.41,Hyderabad,Prepaid
ORD_10848,2024-11-04,CMP_006,4948.79,Dlvrd,,59.56,Ahmedabad,COD
ORD_10849,2024-11-04,CMP_006,2974.66,cancelled,,75.27,Jaipur,COD
ORD_10850,2024-11-04,CMP_006,4529.19,Delivered,,44.39,Delhi,COD
ORD_10851,2024-11-04,CMP_006,1016.18,DELIVERED,,67.38,Mumbai,COD
ORD_10852,2024-11-04,CMP_006,3289.0,delivered,,40.32,Ahmedabad,Prepaid
ORD_10853,2024-11-04,CMP_006,623.92,DELIVERED,,64.7,Jaipur,COD
ORD_10854,2024-11-04,CMP_006,1650.09,Cancelled,,79.77,Hyderabad,COD
ORD_10855,2024-11-04,CMP_006,2595.24,CANCELLED,,72.4,Jaipur,COD
ORD_10856,2024-11-04,CMP_006,1988.83,delivered,,65.38,Hyderabad,COD
ORD_10857,2024-11-04,CMP_006,557.55,CANCELLED,,77.16,Kolkata,COD
ORD_10858,2024-11-04,CMP_006,636.4,delivered,,56.29,Chennai,COD
ORD_10859,2024-11-04,CMP_006,847.14,Dlvrd,,59.17,Jaipur,Prepaid
ORD_10860,2024-11-04,CMP_006,956.43,Delivered,,51.22,Pune,COD
ORD_10861,2024-11-04,CMP_006,979.76,Dlvrd,,41.64,Mumbai,COD
ORD_10862,2024-11-04,CMP_006,2635.93,DELIVERED,,76.34,Delhi,Prepaid
ORD_10863,2024-11-04,CMP_006,1922.49,Dlvrd,,52.17,Delhi,COD
ORD_10864,2024-11-04,CMP_006,1327.65,cancelled,,53.25,Pune,COD
ORD_10865,2024-11-04,CMP_006,3586.59,delivered,,66.01,Hyderabad,COD
ORD_10866,2024-11-04,CMP_006,1830.79,DELIVERED,,69.7,Delhi,COD
ORD_10867,2024-11-04,CMP_006,1868.27,Returned,Wrong Address,47.72,Ahmedabad,COD
ORD_10868,2024-11-04,CMP_006,1319.87,Delivered,,69.01,Hyderabad,COD
ORD_10869,2024-11-04,CMP_006,2131.43,Dlvrd,,62.02,Chennai,COD
ORD_10870,2024-11-04,CMP_006,4684.74,DELIVERED,,68.69,Kolkata,COD
ORD_10871,2024-11-04,CMP_006,1285.64,cancelled,,71.64,Bangalore,COD
ORD_10872,2024-11-04,CMP_006,1951.23,Delivered,,78.23,Mumbai,COD
ORD_10873,2024-11-04,CMP_006,1721.8,DELIVERED,,61.3,Jaipur,COD
ORD_10874,2024-11-04,CMP_006,1626.09,Dlvrd,,71.17,Kolkata,COD
ORD_10875,2024-11-04,CMP_006,776.1,DELIVERED,,48.71,Mumbai,COD
ORD_10876,2024-11-04,CMP_006,1561.63,DELIVERED,,52.14,Hyderabad,Prepaid
ORD_10877,2024-11-04,CMP_006,3656.45,Dlvrd,,41.82,Hyderabad,Prepaid
ORD_10878,2024-11-04,CMP_006,722.21,CANCELLED,,77.09,Chennai,COD
ORD_10879,2024-11-04,CMP_006,873.51,cancelled,,61.38,Mumbai,COD
ORD_10880,2024-11-04,CMP_006,1407.74,Delivered,,43.33,Jaipur,Prepaid
ORD_10881,2024-11-04,CMP_006,3225.03,Dlvrd,,52.99,Mumbai,COD
ORD_10882,2024-11-04,CMP_006,4471.8,DELIVERED,,78.61,Bangalore,Prepaid
ORD_10883,2024-11-04,CMP_006,3612.17,cancelled,,71.13,Lucknow,COD
ORD_10884,2024-11-04,CMP_006,4064.35,Cancelled,,50.29,Lucknow,COD
ORD_10885,2024-11-04,CMP_006,1163.28,Dlvrd,,48.16,Kolkata,COD
ORD_10886,2024-11-04,CMP_006,1594.72,Dlvrd,,45.93,Ahmedabad,COD
ORD_10887,2024-11-04,CMP_006,1189.09,cancelled,,47.04,Lucknow,Prepaid
ORD_10888,2024-11-04,CMP_006,2541.22,delivered,,52.41,Bangalore,Prepaid
ORD_10889,2024-11-04,CMP_006,781.77,DELIVERED,,57.06,Ahmedabad,COD
ORD_10890,2024-11-04,CMP_006,2300.7,Dlvrd,,69.07,Mumbai,COD
ORD_10891,2024-11-04,CMP_006,1075.99,DELIVERED,,40.54,Mumbai,COD
ORD_10892,2024-11-04,CMP_006,625.39,DELIVERED,,65.1,Mumbai,COD
ORD_10893,2024-11-04,CMP_006,2319.02,Cancel,,53.54,Delhi,COD
ORD_10894,2024-11-04,CMP_006,1639.51,Cancelled,,72.62,Chennai,Prepaid
ORD_10895,2024-11-04,CMP_006,865.71,delivered,,50.7,Jaipur,COD
ORD_10896,2024-11-04,CMP_006,566.79,DELIVERED,,44.1,Kolkata,COD
ORD_10897,2024-11-04,CMP_006,836.47,DELIVERED,,55.42,Pune,COD
ORD_10898,2024-11-04,CMP_006,1882.54,Returned,Customer Changed Mind,75.37,Delhi,Prepaid
ORD_10899,2024-11-04,CMP_006,665.2,Dlvrd,,78.23,Pune,COD
ORD_10900,2024-11-04,CMP_006,677.53,cancelled,,76.79,Mumbai,COD
ORD_10901,2024-11-04,CMP_006,1142.94,DELIVERED,,47.25,Kolkata,COD
ORD_10902,2024-11-04,CMP_006,4061.48,DELIVERED,,51.48,Delhi,Prepaid
ORD_10903,2024-11-04,CMP_006,3985.2,cancelled,,72.43,Delhi,COD
ORD_10904,2024-11-04,CMP_006,4934.15,CANCELLED,,45.86,Bangalore,Prepaid
ORD_10905,2024-11-04,CMP_006,1695.28,Cancelled,,72.59,Delhi,COD
ORD_10906,2024-11-04,CMP_006,1590.06,DELIVERED,,52.92,Bangalore,COD
ORD_10907,2024-11-04,CMP_006,3057.83,Dlvrd,,59.25,Kolkata,COD
ORD_10908,2024-11-04,CMP_006,3000.4,Cancel,,66.16,Hyderabad,Prepaid
ORD_10909,2024-11-04,CMP_006,1245.65,delivered,,61.3,Hyderabad,Prepaid
ORD_10910,2024-11-04,CMP_006,1572.38,Delivered,,71.06,Hyderabad,COD
ORD_10911,2024-11-04,CMP_006,1042.56,DELIVERED,,74.02,Pune,COD
ORD_10912,2024-11-04,CMP_006,700.39,Dlvrd,,76.45,Pune,COD
ORD_10913,2024-11-04,CMP_005,1779.97,cancelled,,76.52,Hyderabad,COD
ORD_10914,2024-11-04, CMP_004 ,706.7,Cancel,,68.16,Kolkata,COD
ORD_10915,2024-11-04, CMP_004 ,1947.37,Delivered,,68.06,Lucknow,COD
ORD_10916,2024-11-04, CMP_004 ,1390.89,DELIVERED,,45.88,Bangalore,COD
ORD_10917,2024-11-04, CMP_004 ,518.72,Cancel,,56.66,Bangalore,Prepaid
ORD_10918,2024-11-04, CMP_004 ,4244.32,RTO,Fake Order,58.81,Pune,Prepaid
ORD_10919,2024-11-04, CMP_004 ,4085.74,DELIVERED,,46.24,Mumbai,COD
ORD_10920,2024-11-04, CMP_004 ,3509.89,DELIVERED,,73.31,Ahmedabad,COD
ORD_10921,2024-11-04, CMP_004 ,2774.16,Return to Origin,Fake Order,68.37,Kolkata,COD
ORD_10922,2024-11-04, CMP_004 ,637.9,Delivered,,78.04,Hyderabad,Prepaid
ORD_10923,2024-11-04, CMP_004 ,828.36,Dlvrd,,69.84,Jaipur,COD
ORD_10924,2024-11-04, CMP_004 ,4449.68,RTO,Fake Order,66.11,Kolkata,Prepaid
ORD_10925,2024-11-04, CMP_004 ,1705.01,rto,Wrong Address,50.8,Delhi,COD
ORD_10926,2024-11-04, CMP_004 ,1668.2,DELIVERED,,49.58,Bangalore,COD
ORD_10927,2024-11-04, CMP_004 ,817.86,Delivered,,76.39,Hyderabad,COD
ORD_10928,2024-11-04, CMP_004 ,1893.8,Delivered,,43.4,Lucknow,COD
ORD_10929,2024-11-04, CMP_004 ,1979.74,Returned,Customer Refused,52.58,Chennai,COD
ORD_10930,2024-11-04, CMP_004 ,4255.04,Cancelled,,60.01,Pune,Prepaid
ORD_10931,2024-11-04, CMP_004 ,4921.55,cancelled,,43.9,Kolkata,COD
ORD_10932,2024-11-04, CMP_004 ,1253.27,CANCELLED,,40.95,Kolkata,Prepaid
ORD_10933,2024-11-04,CMP_015,2870.36,DELIVERED,,58.52,Delhi,COD
ORD_10934,2024-11-04,CMP_015,823.47,Return to Origin,Wrong Address,70.75,Bangalore,COD
ORD_10935,2024-11-04,CMP_015,1593.08,rto,Fake Order,57.9,Bangalore,Prepaid
ORD_10936,2024-11-04,CMP_015,1435.21,cancelled,,41.6,Kolkata,COD
ORD_10937,2024-11-04,CMP_015,1415.58,DELIVERED,,46.1,Ahmedabad,COD
ORD_10938,2024-11-04,CMP_015,2427.87,Cancel,,61.89,Delhi,Prepaid
ORD_10939,2024-11-04,CMP_015,970.58,Cancelled,,46.46,Chennai,COD
ORD_10940,2024-11-04,CMP_015,633.84,DELIVERED,,70.88,Chennai,Prepaid
ORD_10941,2024-11-04,CMP_015,4289.44,DELIVERED,,76.97,Delhi,COD
ORD_10942,2024-11-04,CMP_015,1045.21,DELIVERED,,56.36,Lucknow,COD
ORD_10943,2024-11-04,CMP_015,1050.1,Cancelled,,78.08,Pune,COD
ORD_10944,2024-11-04,CMP_015,1258.91,delivered,,75.02,Mumbai,COD
ORD_10945,2024-11-04,CMP_015,2171.18,CANCELLED,,67.99,Jaipur,COD
ORD_10946,2024-11-04,CMP_015,657.95,delivered,,62.81,Delhi,COD
ORD_10947,2024-11-04,CMP_015,1193.42,delivered,,58.64,Jaipur,Prepaid
ORD_10948,2024-11-04,CMP_015,770.41,delivered,,78.38,Kolkata,Prepaid
ORD_10949,2024-11-04,CMP_015,993.08,Delivered,,79.86,Ahmedabad,COD
ORD_10950,2024-11-04,CMP_015,3428.66,delivered,,41.53,Bangalore,Prepaid
ORD_10951,2024-11-04,CMP_015,820.21,DELIVERED,,79.51,Kolkata,COD
ORD_10952,2024-11-04,CMP_015,3084.48,Delivered,,58.94,Mumbai,COD
ORD_10953,2024-11-04,CMP_015,4857.94,Returned,Fake Order,50.08,Bangalore,COD
ORD_10954,2024-11-04,CMP_015,910.86,Dlvrd,,74.95,Ahmedabad,Prepaid
ORD_10955,2024-11-04,CMP_015,1504.47,DELIVERED,,73.22,Delhi,Prepaid
ORD_10956,2024-11-04,CMP_015,1629.76,Delivered,,53.97,Kolkata,Prepaid
ORD_10957,2024-11-04,CMP_015,1533.25,DELIVERED,,67.87,Pune,COD
ORD_10958,2024-11-04,CMP_015,1734.52,DELIVERED,,75.75,Hyderabad,COD
ORD_10959,2024-11-04,CMP_015,3735.47,DELIVERED,,66.56,Pune,COD
